Label;edited
__label__NO;НАМОРДНИК - штрафи - це здійснює СІОНІСТСЬКА банда злодійського племені що захопила ВР   Уряд 
__label__NO;наоборот - цим вона відлизала осачуку   голові ога  та і написала заяву із його подачі
__label__NO;Напевне  до вас воно ще не дійшло
__label__NO;напевно ти не до кінця дочитав мій попередній комент
__label__NO;"Наприкалад у меня спеціальність ""инженер-електрик"" 2101 (Автоматика и управление в технических системах)"
__label__NO;Наприкінці жовтня керівництво МОЗУ обіцяло поставку 200 ШВЛ  які закупили на кошти з фонду
__label__NO;Наприклад  6 кроків - вдих та 8 кроків - видих
__label__NO;Наприклад  в 2017 померло на 34 тисячі більше  ніж в 2016
__label__NO;Наприклад  в Житомирській обласній лабораторії - це 2357 зразків  Київській - 3422  Сумська - 3942
__label__NO;Наприклад  в мене мати  їй 62 роки  вона працює вчителем в Київській школі
__label__NO;Наприклад  в мене мати  їй 62 роки  вона працює вчителем в Київській школі
__label__NO;Наприклад  для продувки розплаву заліза киснем  або для високотемператкрних газових різаків домішка монооксиду вуглецю (чадного газу) зовсім некритична
__label__NO;Наприклад  Канів - західноукраїнське місто
__label__NO;Наприклад  якщо МОЗ напише  що конкретний препарат може закуповуватися лише в таблетках  а в капсулах ні  і буде лише один виробник препарату в таблетках  то саме він 100% переможе в тендері
__label__NO;Наприклад (і це не вперше) з їхньої сторінки у Фейсбук та Телеграм:  На вчора 03
__label__NO;"Наприклад в гірничорятувальних загонах є аппарати ""ГС-10"" і ""ГС-11"" які розраховані на автономне виконання ШВЛ (без ел"
__label__NO;Наприклад: людина без маски  без документів  в кишені 40 гривень
__label__NO;напряжонная сітуація нє із-за ковіда  а із-за зєбидла
__label__NO;нарід так лікує з приводу звільнення степанова  що аж завидки беруть
__label__NO;наркоман  
__label__NO;Народ цікавиться більше тестами влади на зебілізм
__label__NO;Населення України вже понад 300 тис
__label__NO;"Насильницькі дії ""охорони"" не можна виправдати відсутністю маски"
__label__NO;Насичення 58
__label__NO;Насичення 62
__label__NO;Насичення без кисню 56
__label__NO;Наскільки пояснив один форумчанин  це має дозволити виявити інфікованих та ізолювати їх на 2 тижні
__label__NO;Наскільки я зрозумів то відключення було плановим і РЕМ завчасно попередив лікарню і мав право відключати електромережу
__label__NO;наслідки дурантинофілії кращого друга Путіна Трампа
__label__NO;"Насмілюся як ""деградований дописувач "" дати пораду "" просвітленому гуру"" - зробіть дихальні вправи і сходіть на консультацію до психотерапевта поки повністю з котушок не злетіли як Ваш колега з Кривого Рогу (((( Тому теж видно знезаражений холерний вібріон у голову торохнув ((("
__label__NO;Насправді мої поради добрі для початкової стадії захворювання
__label__NO;Настала ера завхозів
__label__NO;Наступного разу  заявлять що найкращі результати  дає відсутність вакцинування
__label__NO;Натомість ми кілька місяців спостерігали турне оманського віслюка по країні відкриття доріг стадіонів деяких по другому разу тупі відосики маніловські прожекти про олімпіади морські бази космічні ракети і т
__label__NO;Натомість проти важкої форми COVID-19 вона ефективна на 100%
__label__NO;натягнути 
__label__NO;натякає на те  що дещо вони ще мають як секрет
__label__NO;Нафіг мені Узбекистан коли я можу поїхати лишень в Куровичі двадцять км від Львова
__label__NO;нахєр сплачувати податки ти хотів спитати
__label__NO;Наче і біда
__label__NO;Начебто у тварин ще ковід не виявлено
__label__NO;Начувайтесь ФОПи  зелена пліснява вже вас домогається
__label__NO;наш Yрод сховавсь  як фуйло в бункер
__label__NO;Наш экономический гений не заметил НІЧОГО ПРОРОСІЙСЬКО-ЗРАДНИЦЬКОГО в діях свого шефа в ОПі як він заявив Березовцю - він ще й вправний слідак по сумісності
__label__NO;Наших спеціалістів вистачило тільки на те  щоби слідувати у хвості вузькооких чурбанів
__label__NO;"наші ""сусіди"" по охопленню тестуванням (на 1млн популяції)"
__label__NO;наші вдома  а Ваші це де
__label__NO;Наші джерела повідомляють  що Зеленський наказав Арахамії провалити голосування монобільшості за постанову 4381 щодо скасування карантину вихідного дня
__label__NO;Наші санітарні фахівці у травні дійшли висновку  що коронавірус всьо
__label__NO;наші увійшли у фазу
__label__NO;Нашому Пилипові і з конопель не йметься
__label__NO;Нащі клініки перепродують тести платним а ті проводять тести за 1000
__label__NO;ндони перший рік протестуємо а потім будемо приймати рішення
__label__NO;Не  не канає
__label__NO;Не  ну нормально  как раз штучки для носа около его ботинок валяются
__label__NO;"Не ""ля-ля""  а закон о санитарно-єпидемиологическом благополучии населения: Стаття 3"
__label__NO;не бачу ни однієї европейської країни
__label__NO;Не бачу потреби в відособленні - але чому уряд не хоче повиліковувати людей і зупинти КОВІД-19 - не збагну
__label__NO;Не буде чого саме 
__label__NO;Не будуть - ніхто нікуда вже не їде  чітко всім закрили кордони 
__label__NO;Не будьте таким вимогливим - вони тільки вчаться
__label__NO;Не будьте таким категоричним шановний Василю
__label__NO;Не було доріг  щоб перевірити
__label__NO;Не в ті міністри сунувся внучок та утриманець БЄбушки
__label__NO;"Не варто на зовсім позбуватися зношеної літньої ""резини"" "
__label__NO;не верю ни ВОЗу  ни Китаю
__label__NO;Не вивчала корейський варіант
__label__NO;Не вигідний
__label__NO;Не вигороджуй сиволапого гетьмана  чуваг
__label__NO;не виживуть навіть ті псевдо лікар які звільнились
__label__NO;Не вийде  зараз місце за кордоном Гепою зайняте  от коли звільнить
__label__NO;Не випадково вчора з'явилась інформація  про відкриття ДБР провадження щодо державного перевороту під час Майдану 2013 - 2014 рр
__label__NO;Не вистачає ШВЛ ліжок ліків навіть кисню 
__label__NO;"Не витрачайте на любителів ""нових правил"" свої нерви   вони собі за ними преЗЕдента обрали   а Ви намагаєтеся їх правилам хорошого тону навчити це ж діти тих   хто тата і маму ""предками"" називали"
__label__NO;Не витрачайте сили на цього дурника
__label__NO;Не вірю в ці дані захворівших   так як простим смертним не роблять   взагалі   повторних тестів після того   як людині стало краще 
__label__NO;Не вірю ні одному слову
__label__NO;Не вірять  тому що  зевлада   гроші з ковідного фонду використовує не за призначенням--будує дороги  щедро роздає Авакову 
__label__NO;Не всім
__label__NO;Не госпіталізують
__label__NO;не грай в бога-не будеш баобабом
__label__NO;Не давайте школярам заражатись при щільних контактах в школах  а потім розносити ковід по домівках
__label__NO;Не дай Бог 
__label__NO;Не дивно
__label__NO;Не дивуйтеся  то не когнітивний дисонанс у чоловіка  то просто вроджений зелений цинізм
__label__NO;Не допомогли навіть респіратори які ЗЕ туди продав
__label__NO;Не допускати повних автобусів 3) Контроль за масками в магазинах  транспорті спеціальними підрозділами поліції чи активістами з повноваженнями
__label__NO;Не думала  що ти скотишся до такого
__label__NO;Не з нашим щастям
__label__NO;Не забуваемо  що майже 5 млрд
__label__NO;Не завдяки патріота  а завдяки антиукраїнській позиції
__label__NO;Не завидуй
__label__NO;Не звичайне
__label__NO;Не здивуюсь  якщо в мусарні і у прибиральниці головного управління є свій ресторан
__label__NO;Не здивуюся  якщо ця зараза з нами на довго  як той же грип
__label__NO;не знає
__label__NO;Не знаю
__label__NO;не знаю
__label__NO;не знаю хто там шо міняє  але у твого інформ ресурса ноги ростуть з козлостану  не здивуюсь шо спеціально такі вкиди робите шоб нас тут побільше повмирало
__label__NO;не знаю шо ти будеш дивитися через кілька тижнів  а членограй уже вчора все побачив
__label__NO;"Не зовсім  ближче до ""тут вірю  а тут - не вірю"" в залежності від того  які свої дії або думки вони хочуть оправдати"
__label__NO;Не зовсім так
__label__NO;Не зря сняли губернатора
__label__NO;не кажучи вже про магазини та транспорт
__label__NO;Не кажучи вже про те  що Шведи взагалі і без Ковіду один до одного близько не підходять  майже не ручкаються і поряд з незнайомою людиною у транспорті не сядуть - у них так прийнято
__label__NO;не кислородні  а для дайвінга  із стисненим повітрям  а не киснем
__label__NO;"Не кловун з завхозом  а повнолиций сонях з кучерявою кукурудзою  а ""лікуються"" так  що аж хрущі гудуть"
__label__NO;не легше від того
__label__NO;Не лізьте у справи олгрх)))
__label__NO;не літаєш
__label__NO;Не має його у Феофанії  там навіть охорони президента ніхто не бачив
__label__NO;"НЕ МАЄ СЕНСУ"" Не дай Боже ні кому почути навіть не чіткого натяку на це"
__label__NO;Не меліть дурню  Дмитро Стужук помер від зупинки серця  бо мав проблеми
__label__NO;Не менше 70 % має бути провакциновано щоб побороти пандемію
__label__NO;не може такого бути - зєльонський сказав  що все безкоштовно
__label__NO;Не можна допускати застійних явищ в легенях(після 75 р)
__label__NO;Не можу пригадати жодної інфекційної хвороби   щоб люди так часто стрибали з вікон 
__label__NO;не на відео  а на відосік
__label__NO;Не на тех ровняешься  пенс
__label__NO;не нахожу места   так чекаю
__label__NO;Не обов'язково проходити рентген
__label__NO;не пандемія а якесь соціалістічєскоє сорєвнованіє
__label__NO;не пи
__label__NO;Не питання
__label__NO;Не пиши дурні
__label__NO;не пишіть дурні як зомбі  нікому цей вірус не вигідний всі страчають великі кошти
__label__NO;Не підказуйте
__label__NO;Не піду ну їх  невідомо які ще наслідки будуть від тієї бурди
__label__NO;Не погоджуся
__label__NO;Не погоджуся
__label__NO;Не правильний не сам карантин  а його втілювання владою
__label__NO;Не пройшло і двох років - який в нас Віслюк бистрий
__label__NO;Не пройшло і півгодіка
__label__NO;Не пройшло і року  які працьовиті та далекоглядні управлінці на чолі зЄлоХдАуна
__label__NO;Не проканає
__label__NO;Не просто половина а 73%  але
__label__NO;Не пускати на вулицю цю заразу
__label__NO;Не сезон  у кращому випадку зелена цибуля на підвіконні
__label__NO;Не серйозна відповідь
__label__NO;не спершу подзвоніть терапевту які всі на лікарняних а потім в скору чи щесь куда щоб здати тест на короновірус привсіх симптомах 
__label__NO;Не сталося одного-чуда
__label__NO;Не суть в тому що не захворієш а суть в тому щоб не було раптово багато хворих  тому що не зможуть всіх взяти в лікарні і почнуть масово вмирати вдома
__label__NO;Не тіки
__label__NO;Не тільки кисень  а і прораб асфальтний і стукач кацапський
__label__NO;"Не тільки на приколі  але  схоже  і на ""препаратах"")))"
__label__NO;Не треба думати так  ТАК воно і є
__label__NO;Не треба так вона інвалід 2 групи чоловік пенсіонер здоров я теж не дуже
__label__NO;не треба триндіти  точних даних по іспанці ні в кого і ніде нема
__label__NO;Не тринди
__label__NO;Не тронь
__label__NO;Не хвилюйтесь  нам теж вистачить
__label__NO;не хочете карантин вихідного дня  отримаєте локдаун
__label__NO;Не цікавить
__label__NO;Не чіпай зебіла
__label__NO;Невже не можна не уражати життя нещасних вчителів  коли вони працюють в переповнених класах по 30-35 учнів на 40 квадратних метрах  а за день через них проходить по 150 учнів  не рахуючи спілкування в коридорах  після уроків
__label__NO;Невже ще хтось думає  що влада переживає за здоров'я людей
__label__NO;Невідомо де лохдаун  в Феофанії чи десь в іншому місці
__label__NO;Негайно карантин для шкіл
__label__NO;Негайно садочки і школи закрити на карантин
__label__NO;Негативная динамика-хорошо же  меньше заболевших  не
__label__NO;Недарма ж можновладці заявили  що Україна показує Європі позитивний результат в боротьбі с пандемією  вот тільки сплутали ріст зі спадом захворювання
__label__NO;Недосконалість не є ознакою відсутності порядку
__label__NO;Незабаром будемо впєрєді планєти всєй
__label__NO;незабаром вибори-а вибирати нікого
__label__NO;Незабаром новий рекорд
__label__NO;незабаром так все і зроблять
__label__NO;Нема ні технічного  ні медицинського
__label__NO;нема ніякого колективного імунітету  та і звичайний діє не більше ніж півроку
__label__NO;Нема проблем
__label__NO;Нема сенсу бмежувати на два дні потенцйно хворих з інкубаційним періодом 14 днів
__label__NO;Нема такого на сайті УЄФА
__label__NO;Немає
__label__NO;Немає точних цифр про іспанку
__label__NO;Немчинов - міністр Кабінету міністрів - це що за посада  Зеля наплодив незрозуміло що  міліонні статки своїм прислужцам на надуманих посадах
__label__NO;Необхідність виконання навчальних програм не може бути важливішим від здоров'я вчителів  бо ще трохи і настане час  коли вже не буде кому вчити
__label__NO;Необхідно було закупити необхідну кількість кисневих концентраторів навіть у сільські клініки сімейної медицини
__label__NO;Непогана програма  до речі  і навіть багато її пунктів виконали - допомогу при народженні дитини ввели  пенсії удвічі підняли вже на початку 2005  український дубляж кіно впровадили  іноземні інвестиції збільшили в рази (2004 рік - 1 7 млрд
__label__NO;Непогано
__label__NO;НЕТ по ковід-19 в усьому світі
__label__NO;Нету ж вируса  то всё 5Ж
__label__NO;Нехай гнють самі - без українців
__label__NO;Нехай істерічки вже зараз затарюються масками  бо Кітай заборонив вивіз  а наші дозволили
__label__NO;Нехай лікар розповість  як вмирають при будь-якій пневмонії (а таких смертей щорічно кілька мільйонів на планеті)
__label__NO;Нехай люди вмирають мені потрібен новий лексус
__label__NO;Нещодавно зеля хвастався  що в нас все добре
__label__NO;Нє  не хочу читати
__label__NO;нє  то по Мендель: на жаль 
__label__NO;нє бєсплатная  а за рахунок платників податків
__label__NO;Ні  апаратура АВР (автоматичний ввод резерву) в лікарнях не стоїть  бо за цією апаратурою немає кому слідкувати  перевіряти  ремонтувати
__label__NO;ні  думаю  що це біологічна зброя
__label__NO;Ні  зради немає  все добре
__label__NO;Ні  на них смажили кортоплю 
__label__NO;Ні  не так тестують
__label__NO;ні  таким ліпше на сраці
__label__NO;ні  це те ж саме  що лікувати СНІД ампутацією голови
__label__NO;"Ні - в Польщі вже давно страхова медицина і там люди звикли як тільки ""кашлянули"" зразу звертатись до лікаря тому що з них на медицину стягують не малі податки"
__label__NO;Ні всі герої яки кажуть що ковід то просто грип  можуть спокійно йти працювати волонтерами в інфекційні відділення
__label__NO;Ні дня без рекордів
__label__NO;ні кому
__label__NO;Ні на що не впливає
__label__NO;Ні нащо не натякаю але це факт
__label__NO;ні південної кореї  ні японців ви теж не знайдете
__label__NO;Ні-ні  нехай несуть на майдан
__label__NO;Ніби правильно  а соєві чомусь знову завивають
__label__NO;Ніколи кацап не буде думати за Україну
__label__NO;Нікуя зобі як там все серіо
__label__NO;"Ніт  команда ""Кактопох"" вилетіла ще на попередньому етапі "
__label__NO;Ніт  не подобаються
__label__NO;Ніхто вам вже не вірить  що би ви не розповідали
__label__NO;Ніхто не буде ту вакцину колоти
__label__NO;Ніхто не каже  щоб не пили вітаміни
__label__NO;Ніц не зрозумів
__label__NO;Нічого  хтось захворіє  хтось видужає  все одно коронавірус не зникне
__label__NO;Нічого дивного
__label__NO;нічого дивного
__label__NO;Нічого дивного
__label__NO;нічого не відомо про 0
__label__NO;Нічого собі
__label__NO;"нічого собі умова)) І де це ви бачили ""абсолютно здорових"""
__label__NO;нічого та маска не чіпляється - перевірено Володимиром Павловичем  Я взагалі не голюся  лише підстригаю коли відростає
__label__NO;Нічого там рукожопі не можуть синтезувати  окрім тестів  які і в нас парять
__label__NO;Ніяких реальних кроків нема ніде
__label__NO;НКВД - Національний Карантин Вихідного Дня
__label__NO;"Но ""умняк включить"" всегда можно"
__label__NO;но на всякий случай очередную зеленую дурку  на 2 недели  вам под кожу загоним
__label__NO;Но неделю назад (09
__label__NO;но получил втьік с политотдела
__label__NO;Нова Зеландія теж зарубала заразу  але без жорсткого локдауну
__label__NO;Нове «сутворіння»назвали-«Химера»
__label__NO;Нове пакращення для турЬІстів вже сьогодні
__label__NO;Новий антирекорд- діра у бюджеті розміром з Африку
__label__NO;Новий апарат КТ - від 285000$ (8 млн
__label__NO;Нового майдану боїтеся  сцикотно
__label__NO;Нову Пошту намагаються наздогнати 🙂
__label__NO;"Ногою в морду - це тепер називається ""єдва нє ізбілі"""
__label__NO;Норка - хижак а не гризун
__label__NO;"Норки- не гризуни   і все решта  що розповідають ці дивні ""вчені"" якесь таке  що не заслуговує на увагу"
__label__NO;Норку не їдять  як і лиса
__label__NO;Нормальні люди працюють над зменшенням кількості захворівших
__label__NO;Носи  только мозги не включай
__label__NO;носіть маску  і платити не доведеться
__label__NO;ну
__label__NO;ну 
__label__NO;Ну   що зе- клоуни за рік вср* лись по приколу  гірше не буде  а куди вже гірше
__label__NO;Ну  а те  що в середньому (середньої важкості COVID-19 ) лікування обходиться десь в ₴30'000 з гаманця хворого і його сім'ї - про це вже неодноразово говорилось
__label__NO;Ну  а яких ще пояснень чекати від людини  яка виявилася не здатною навіть організувати освоєння коштів з ковідного фонду
__label__NO;Ну  в такому разі я сам за Вас проголосую 
__label__NO;Ну  живуть ж не Марсі  нажаль
__label__NO;Ну  зробили тест  і шо далі
__label__NO;ну  і украсть тоже нужно успєть
__label__NO;ну  наїлись
__label__NO;ну  напевно  як і солених помідорчиків  чи то зелених  чи то червоних ))
__label__NO;Ну  питання якості харчування відносно захворюваності від інфекційних хвороб провели ще в 19 сторіччі
__label__NO;Ну  подивилися  як далеко ерефія зайшла в науково-технічному розвитку і зробили висновок
__label__NO;Ну  розводять народ на бабло
__label__NO;ну  так  підчас пандемії вакцинуватись не можна  бо невідомо  чи ви вже заражені чи ні
__label__NO;Ну  тоді здоров'я
__label__NO;ну  хоч помоляться разом всіма конфесіями  може Бог і допоможе
__label__NO;Ну  це тема для особистої розмови
__label__NO;"Ну  якщо ""медецинский""  тоді - да"
__label__NO;Ну 5 давать это минимум
__label__NO;Ну а зЕбилы у власти  к какому падению ВВП привели
__label__NO;ну а так як у нас немає свого протоколу  то не лише чужі протоколи користуємо  а ще і саму назву
__label__NO;ну боязнь їх можна зрозуміти
__label__NO;Ну буде дійсно смішно
__label__NO;Ну виписують тілу штраф  воно каже шо грошей нема і далі що
__label__NO;ну влада вирішила  що дітки не повинні носити маски для вчителів  що в діток не вистачіть на то клепки
__label__NO;Ну вони ж повітряно-крапельним шляхом не передаються 
__label__NO;Ну вони то смокчуть  але гляньте на суперників  які їм попадаються останні років 10 у єврокубках
__label__NO;Ну всё пайнятно  Стєпашка
__label__NO;ну да
__label__NO;Ну да
__label__NO;Ну да  папаша ну совершенно не при чем)
__label__NO;Ну дивіться - якщо може бути держава в смартфоні  то  відповідно  в нему ж має бути і Ваше койко-місце
__label__NO;Ну до 15000 ще маємо час
__label__NO;Ну зараз на рахунок легенів я вдчуваю себе навіть краще чим було
__label__NO;Ну звичайно
__label__NO;Ну значит теперь будут
__label__NO;ну и нахер оно за деньги нада 
__label__NO;ну і азія від туркменистану(без казахів)
__label__NO;Ну і кому потрібна ця статистика
__label__NO;ну і назву вакцині дали-ляшко
__label__NO;Ну і прапор вам в руки та барабан на шию
__label__NO;Ну і хрен з ними
__label__NO;Ну і як вони зібрались штрафувати
__label__NO;ну ковід під особистим контролем напівшостого - то вважай дєло пльове
__label__NO;Ну людина з освітою вже б давно конкретно запитала про речі які вона не зрозуміла з моїх слів  але ти до такого не додумався
__label__NO;Ну може разом щось і придумають  хоча 70 відсотків це мало
__label__NO;Ну наконец~то
__label__NO;ну нам же ж зараз миють мозки  що вірус страшний і супер небезпечний і що вмирає вже і тут протягом одного-двох тижнів після зараження
__label__NO;Ну не врач
__label__NO;Ну не на городі ж їм в таку погоду різати маковиння
__label__NO;Ну невже нема що обговорювати ніж стан цього непотрібу
__label__NO;Ну нє на празднікі локдаун-то дєлать
__label__NO;ну ну 
__label__NO;Ну от  грошей нема  вони не дійшли ні до медиків ні до доріг  зникли в кишенях десь по дорозі
__label__NO;Ну от вирішать частково приватниками проблему в Києві (черга збільшиться вдвічі-втричі) трохи-в обласних містах а на периферії 
__label__NO;Ну от тоді тим більше метро закривати не можна  бо ми не настільки розвинуті і чимало людей не можуть працювати віддалено
__label__NO;Ну от хіба що  хоча саме збірна Швейцарії рвалася грати - бо вони розуміють  що зараз легко б здолали українців ку ослабленому складі
__label__NO;Ну перша його дія після обрання у владу дозволити у шортах заходити до державних установ
__label__NO;Ну попробуй
__label__NO;Ну правильно  у Китаї терміново лікарні будували  а у нас
__label__NO;Ну слава Богу  тепер залишилося ще громади вилікувати
__label__NO;Ну слава Богу хоть слухали а могли тільку помацать
__label__NO;Ну так  бо держава у нас існує виключно для статистики
__label__NO;Ну так  у саме вихідні ж дні метро забите вщерть
__label__NO;ну так - немає фонду - немає ковіду
__label__NO;Ну так 73% раді з того
__label__NO;Ну так в Італії ж так і робили
__label__NO;ну так він мав ті кошти  якщо так спокійно перевів ******* 60 тис
__label__NO;Ну так давайте дивитися на поради фахівців  а не Ляшка і Степанова
__label__NO;Ну так добавляй чи це ти в мене дозволу запитуєш
__label__NO;Ну так звісно
__label__NO;Ну так зробили ж себе разом
__label__NO;"ну так і каву в карантин по кав'ярням не п'ють з грибним супчиком під фото-піар  і по ""вєлюрам"" не шорхаються"
__label__NO;Ну так ми ж не європейці щоб наші урядовці лікувалися разом із простими громадянами в районній лікарні Святого Томаса як прем'єр-міністра Великої Британії
__label__NO;Ну так міг би зуби тоді показати  адже Кабмін не мав повноважень закрити метро і якби Кличко відмовився це робити  то метро не закрилося б (транспорт в місті - 100% повноваження мера)
__label__NO;Ну так як і заявлено
__label__NO;Ну там де в дохідній частині 66% вони заклали запозичення грошей
__label__NO;Ну типу попередили  то ж повинні були підготуватися
__label__NO;Ну то розкажіть нам  з кодом спеціальності
__label__NO;Ну Україна не відмовлялася виходити на поле і формально мала право грати  бо здорових гравців було більше мінімально необхідних 13
__label__NO;Ну фсьо  пора ляжку в сиру землю  лікувати шок від удару кульової блискавки
__label__NO;Ну хай Боже допомогає усім ховрим на Ковид-19
__label__NO;Ну хз хз хз - володію протилежною інформаціює правда іншій області 
__label__NO;Ну хоч в цьому зізнався
__label__NO;Ну хоч ригів
__label__NO;Ну хто ж захоче відказатися від депутатських і президентських пенсій  дійсно тільки самовбивці
__label__NO;Ну хто такі Уряд Ірландії і ви
__label__NO;Ну це вже не до мене питання  а до нашої влади
__label__NO;ну це ж не його діти  йому плювати  сам захворів так тепер хай й інші
__label__NO;Ну це ще таке
__label__NO;ну шоб мусора все
__label__NO;Ну що ви хотіли почути від професійного бюрократа з провінції  яка присв'ятила життя кар'єрному зростанню в управлінській сфері
__label__NO;Ну що ж  якась слабенька надія все ж залишається
__label__NO;Ну що Ляшко  коли пік 
__label__NO;Ну що тут скажеш - цей ковід справедливий парняга
__label__NO;Ну як ви не зрозумієте
__label__NO;ну як завжди  без лоха 
__label__NO;ну як ти не здатен зрозуміти розумні слова  то дебіл ти  а не той хто їх написав
__label__NO;Ну яке читачам новин діло  скільки з'явилось нових ковідних серед ментів
__label__NO;Ну який нафіг дашборд
__label__NO;Ну якщо дивитися саме на досягнення  то Зе - останній  за кого треба було голосувати Ну а щодо Гриценка - то це він  наприклад  виписав програму Ющенка в 2004
__label__NO;Ну-ну
__label__NO;Нужно пойти людям навстречу
__label__NO;"ню ляпне"" "
__label__NO;ня  головне збільшити фінансування ОП ГПУ ВРУ КМУ та т
__label__NO;О
__label__NO;О
__label__NO;О
__label__NO;о
__label__NO;О
__label__NO;о
__label__NO;О   бізнес-план готовий  млядь  В магнатів медицини  Рік буде треба гарувать  За порцію вакцини
__label__NO;О  почалося
__label__NO;О нещасний Трампушка  як ми тебе розуміємо
__label__NO;О це держаницький підхід до справи 
__label__NO;Об этом сказано в заявлении Закарпатской облгосадминистрации 2 ноября в Facebook
__label__NO;обiсралось  вОнятко
__label__NO;"Обещано ""плюс 41 тысяча коек"""
__label__NO;Обидві ці країни  Швеція та Німеччина не виходили з ВООЗ
__label__NO;Обладнання в лікарні не працює  деяких критичних систем (безпереврного та резервного живлення) взагалі немає  тому що 30 років не відбувалась його заміна і це найбільша проблема  бо на це потрібні великі інвестиції
__label__NO;Обмежувались і масові зібрання - до 10 людей у приміщеннях та до 20 на відкритому повітрі
__label__NO;Обов'язково буде в аптеках щоб кидати лохів
__label__NO;Обом за 60
__label__NO;Обосрався Малюська як юрист - пішов по прикладу кварталівців піаритись
__label__NO;Обстеження та складання акту це безглуздий формалізм  ніхто нічого не робить
__label__NO;Оголосити повний карантин і перекрити дороги
__label__NO;Один був з лабораторії Північної Кароліни а друга китаянка яка зараз є директрисою Уханськоі лабораторії
__label__NO;Один ЗеЛокДаун вже готовий до локдауну
__label__NO;один коронавірусний може заразити десятки громадян
__label__NO;Одна киснева станція в лікарню для забезпечення дихання хворих на Ковід19 коштує 834 тисячі гривень
__label__NO;Одна фінансується «95-м кварталом»  а друга - «Рошен»
__label__NO;Одне не заважає іншому  нічого складного - пилимо бюджет  проводимо випробування на Українцях
__label__NO;Одним карантин - іншим футбол  хокей  бокс та інші види спорту
__label__NO;Одні трєбавалі ввесті
__label__NO;одні трьохгодинні шахраї
__label__NO;Однозначно можна множити на 2
__label__NO;"Однокурсник Путіна Швець: Вибух у новосибірському центрі вірусології ""Вектор"" став російським Чорнобилем На думку колишнього радянського розвідника  однокурсника президента РФ Володимира Путіна по інституту КДБ Юрія Швеця  штами коронавірусу могли розлетітися по повітрю після вибуху в новосибірському науковому центрі"
__label__NO;одному мені здається - 1 шо воно не хворіло
__label__NO;Одразу видно українця-патріота
__label__NO;Одразу відправлю у спам
__label__NO;Одягніть на себе одразу 2-3 маски
__label__NO;ой  а ти б не вийшов на мітінг  якби твому бізнесу світила срака
__label__NO;Ок
__label__NO;Ок
__label__NO;Окозамилювання  як на мене
__label__NO;Окрема статистика для мєнтів 
__label__NO;Окремо кожен з компонентів -- ні  а в комплексі -- так
__label__NO;Окрім того  маска не є герметичною  тому краплі виділяються у повітря зверху  знизу  з боків
__label__NO;"Окрім того вказують летальність від ""Ковід-19"" для людей  молодших 70 років"
__label__NO;Оксипульсметр не лікує  а показує рівень оксигенації тканин
__label__NO;Олексo Васильович а чьо
__label__NO;Олександр Бригинець  @bryhynets ·1 ч  Степанов заявив  що порятунок від ковіда справа кожного з нас Чому ж 67 млрд на боротьбу з ковідом забрав собі кабмін
__label__NO;Олександр Бригинець  @bryhynets ·1 ч  Степанов заявив  що порятунок від ковіда справа кожного з нас Чому ж 67 млрд на боротьбу з ковідом забрав собі кабмін
__label__NO;Олена Монова Я не знаю  чого ви так шоковані новиною про те  що у міністра того місця  де мала бути охорона здоров'я  не було досі договору з сімейним лікарем
